,Year,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current",Total Non-Current Liabilities,Total Equity,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental",Gross Profit,Total Revenue,Business Revenue,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Diluted Net Income Available to Common Stockholders,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO,Tiker
290,2020,389480000.0,199353000.0,168519000.0,140263000.0,190127000.0,103560000.0,49805000.0,43092000.0,10135000.0,53755000.0,285920000.0,48299000.0,48299000.0,48299000.0,158403000.0,-119015000.0,8911000.0,146511000.0,146511000.0,-70358000.0,-70358000.0,140699000.0,124452000.0,16247000.0,0.0,124452000.0,191027000.0,310056000.0,296084000.0,9783000.0,187048000.0,196831000.0,158403000.0,158403000.0,4.62,4.44,34264000.0,35713000.0,APPF
291,2021,408017000.0,158595000.0,122447000.0,57847000.0,249422000.0,110636000.0,52642000.0,45189000.0,3013000.0,57994000.0,297381000.0,35391000.0,35391000.0,35391000.0,1028000.0,36737000.0,-2374000.0,-110459000.0,-110459000.0,-7348000.0,-7348000.0,58283000.0,-82416000.0,140699000.0,0.0,-82416000.0,215426000.0,359370000.0,346437000.0,-11878000.0,13612000.0,1734000.0,1028000.0,1028000.0,0.03,0.03,34578000.0,35701000.0,APPF
292,2022,381217000.0,201468000.0,160066000.0,70769000.0,179749000.0,115671000.0,61343000.0,52450000.0,2473000.0,54328000.0,265546000.0,25365000.0,25365000.0,25365000.0,-68119000.0,94249000.0,-765000.0,-6466000.0,-6466000.0,-6163000.0,-6163000.0,71019000.0,12736000.0,58283000.0,0.0,12736000.0,280057000.0,471883000.0,460177000.0,-72370000.0,5653000.0,-66717000.0,-68119000.0,-68119000.0,-1.95,-1.95,35010000.0,35010000.0,APPF
293,2015,83400000.0,72967000.0,31393000.0,31393000.0,10433000.0,79375000.0,53504000.0,6983000.0,2633000.0,25871000.0,4025000.0,-2145000.0,-2145000.0,-2145000.0,-6987000.0,749000.0,4093000.0,-524000.0,-524000.0,10000000.0,10000000.0,31393000.0,7331000.0,24992000.0,0.0,6401000.0,62723000.0,111204000.0,111204000.0,-4842000.0,-1767000.0,-6609000.0,-6987000.0,-7848000.0,-0.14,-0.14,54723043.0,54723043.0,APPN
294,2016,102738000.0,88384000.0,31143000.0,31143000.0,14354000.0,110815000.0,76019000.0,7917000.0,5057000.0,34796000.0,-8077000.0,-7756000.0,-7756000.0,-7756000.0,-12461000.0,-151000.0,4856000.0,-984000.0,-984000.0,10000000.0,10000000.0,31143000.0,1260000.0,31393000.0,0.0,-250000.0,82800000.0,132923000.0,132923000.0,-11370000.0,-2774000.0,-14144000.0,-12461000.0,-13318000.0,-0.21,-0.21,54723043.0,54723043.0,APPN
295,2017,161052000.0,145222000.0,73758000.0,73758000.0,15830000.0,115528000.0,95115000.0,11407000.0,5226000.0,20413000.0,45524000.0,-9128000.0,-9128000.0,-9128000.0,-31007000.0,14398000.0,7481000.0,-433000.0,-433000.0,50948000.0,50948000.0,73758000.0,41387000.0,31143000.0,0.0,42615000.0,112140000.0,176737000.0,176737000.0,-31811000.0,1565000.0,-30246000.0,-31007000.0,-31364000.0,-0.63,-0.63,49529833.0,49529833.0,APPN
296,2018,233180000.0,209626000.0,94930000.0,94930000.0,23554000.0,159988000.0,128401000.0,16254000.0,9249000.0,31587000.0,73192000.0,-31321000.0,-31321000.0,-31321000.0,-49451000.0,18064000.0,66000.0,-7010000.0,-7010000.0,60962000.0,60962000.0,94930000.0,22631000.0,73758000.0,0.0,21172000.0,141818000.0,226743000.0,226743000.0,-46719000.0,-2493000.0,-49212000.0,-49451000.0,-49451000.0,-0.8,-0.8,62140684.0,62140684.0,APPN
297,2019,371485000.0,277661000.0,159755000.0,159755000.0,93824000.0,166248000.0,112280000.0,11357000.0,5222000.0,53968000.0,205237000.0,-8926000.0,-8926000.0,-8926000.0,-50714000.0,21096000.0,20692000.0,-32421000.0,-32421000.0,105549000.0,105549000.0,159755000.0,64202000.0,94930000.0,0.0,64825000.0,166511000.0,260352000.0,260352000.0,-50468000.0,574000.0,-49894000.0,-50714000.0,-50714000.0,-0.77,-0.77,65479327.0,65479327.0,APPN
298,2020,512521000.0,365420000.0,222288000.0,112462000.0,147101000.0,215916000.0,155888000.0,8557000.0,2967000.0,60028000.0,296605000.0,-7620000.0,-7620000.0,-7620000.0,-33477000.0,21974000.0,3883000.0,-153357000.0,-153357000.0,110468000.0,110468000.0,112462000.0,-50509000.0,159755000.0,0.0,-47293000.0,215807000.0,304573000.0,304573000.0,-37902000.0,5308000.0,-32594000.0,-33477000.0,-33477000.0,-0.48,-0.48,69050565.0,69050565.0,APPN
299,2021,504519000.0,338264000.0,155975000.0,100796000.0,166255000.0,270602000.0,215721000.0,20379000.0,6316000.0,54881000.0,233917000.0,-53918000.0,-53918000.0,-53918000.0,-88641000.0,29578000.0,5145000.0,41936000.0,41936000.0,2786000.0,2786000.0,103960000.0,-9196000.0,112462000.0,0.0,-8502000.0,265166000.0,369259000.0,369259000.0,-83907000.0,-3956000.0,-87863000.0,-88641000.0,-88641000.0,-1.25,-1.25,71036490.0,71036490.0,APPN
300,2022,594214000.0,422497000.0,195995000.0,148132000.0,171717000.0,448514000.0,270252000.0,19220000.0,8824000.0,178262000.0,145700000.0,-106551000.0,-106551000.0,-106551000.0,-150920000.0,46382000.0,-2013000.0,10264000.0,10264000.0,142867000.0,142867000.0,150381000.0,46580000.0,103960000.0,0.0,46421000.0,334685000.0,467991000.0,467991000.0,-145010000.0,-5218000.0,-150228000.0,-150920000.0,-150920000.0,-2.08,-2.08,72455175.0,72455175.0,APPN
301,2014,45095000.0,27481000.0,21805000.0,21805000.0,17614000.0,12144000.0,11906000.0,6338000.0,2943000.0,238000.0,32951000.0,-7807000.0,-8627000.0,-8627000.0,-18704000.0,9331000.0,746000.0,-981000.0,-981000.0,29640000.0,29640000.0,21805000.0,20852000.0,1149000.0,0.0,20656000.0,7846000.0,24404000.0,24404000.0,-15370000.0,-2104000.0,-17474000.0,-17202000.0,-18704000.0,-0.91,-0.91,37388429.0,37388429.0,APPS
302,2015,122571000.0,20192000.0,7069000.0,7069000.0,102379000.0,31042000.0,23952000.0,14951000.0,8118000.0,7090000.0,91529000.0,-14500000.0,-14500000.0,-14500000.0,-24647000.0,8559000.0,1588000.0,-878000.0,-878000.0,511000.0,511000.0,7069000.0,-14867000.0,21805000.0,0.0,-14736000.0,6132000.0,28252000.0,28252000.0,-23737000.0,-163000.0,-23900000.0,-24647000.0,-24647000.0,-0.63,-0.63,38967000.0,38967000.0,APPS
303,2016,122068000.0,29674000.0,11231000.0,11231000.0,92394000.0,39797000.0,38982000.0,24922000.0,15300000.0,815000.0,82271000.0,-7069000.0,-7069000.0,-7069000.0,-28032000.0,17701000.0,3262000.0,-674000.0,-674000.0,12078000.0,12078000.0,11231000.0,4335000.0,7069000.0,0.0,4162000.0,9819000.0,86541000.0,86541000.0,-25936000.0,-1882000.0,-27818000.0,-28032000.0,-28032000.0,-0.46,-0.46,61763000.0,61763000.0,APPS
304,2017,107580000.0,23665000.0,6149000.0,6149000.0,83915000.0,45535000.0,30774000.0,28397000.0,19868000.0,14761000.0,62045000.0,-6995000.0,-6995000.0,-6995000.0,-24264000.0,14036000.0,3233000.0,-596000.0,-596000.0,2628000.0,2628000.0,6149000.0,-4963000.0,11231000.0,0.0,-5082000.0,13363000.0,91553000.0,91553000.0,-22020000.0,-2388000.0,-24408000.0,-24264000.0,-24264000.0,-0.36,-0.36,66511000.0,66511000.0,APPS
305,2018,86607000.0,39755000.0,12720000.0,12720000.0,46852000.0,58935000.0,46406000.0,28127000.0,19895000.0,12529000.0,27672000.0,6966000.0,7290000.0,7290000.0,-19697000.0,19182000.0,7805000.0,-2134000.0,-1992000.0,1743000.0,1743000.0,12720000.0,6575000.0,6149000.0,0.0,6571000.0,25055000.0,74751000.0,74751000.0,-5809000.0,-14839000.0,-20648000.0,-19697000.0,-52857000.0,-0.75,-0.75,70263000.0,70263000.0,APPS
306,2019,82861000.0,37123000.0,10894000.0,10894000.0,45738000.0,46503000.0,38308000.0,31117000.0,14912000.0,8195000.0,36358000.0,1269000.0,4970000.0,4970000.0,-4302000.0,12409000.0,-3137000.0,-2314000.0,-2314000.0,-916000.0,-916000.0,11059000.0,-1961000.0,13051000.0,0.0,-1992000.0,35565000.0,103569000.0,103569000.0,3445000.0,-7278000.0,-3833000.0,-4302000.0,-6010000.0,-0.08,-0.08,77440000.0,77440000.0,APPS
307,2020,184011000.0,58447000.0,21534000.0,21534000.0,125564000.0,106557000.0,82809000.0,74737000.0,31579000.0,23748000.0,77454000.0,31377000.0,33670000.0,33670000.0,14280000.0,15281000.0,4109000.0,-46717000.0,-46717000.0,26175000.0,26175000.0,21659000.0,10835000.0,11059000.0,0.0,10600000.0,53673000.0,138715000.0,138715000.0,13212000.0,-9307000.0,3905000.0,14280000.0,13900000.0,0.17,0.16,84594000.0,89558000.0,APPS
308,2021,260369000.0,97385000.0,30778000.0,30778000.0,162984000.0,115257000.0,111149000.0,81149000.0,34953000.0,4108000.0,145112000.0,62795000.0,62795000.0,78546000.0,54884000.0,29091000.0,-5429000.0,-37808000.0,-37808000.0,-15216000.0,-15216000.0,31118000.0,9771000.0,21659000.0,0.0,9459000.0,132572000.0,313579000.0,313579000.0,59209000.0,-17352000.0,41857000.0,54884000.0,54884000.0,0.62,0.57,88514000.0,96151000.0,APPS
309,2022,1458509000.0,410871000.0,126768000.0,126768000.0,1047638000.0,942294000.0,385263000.0,263028000.0,167858000.0,557031000.0,516215000.0,84738000.0,84738000.0,84738000.0,35569000.0,112515000.0,-63346000.0,-172002000.0,-172002000.0,185243000.0,185243000.0,127162000.0,97979000.0,31118000.0,0.0,96044000.0,347110000.0,747596000.0,747596000.0,92241000.0,-48269000.0,43972000.0,35569000.0,35546000.0,0.37,0.35,95198000.0,102640000.0,APPS
310,2023,1266556000.0,266066000.0,75058000.0,75058000.0,1000490000.0,659301000.0,220920000.0,188559000.0,119338000.0,438381000.0,607255000.0,113376000.0,113376000.0,113376000.0,16870000.0,110906000.0,-14400000.0,-35065000.0,-35065000.0,-128288000.0,-128288000.0,75558000.0,-49977000.0,127162000.0,0.0,-51604000.0,320228000.0,665920000.0,665920000.0,46165000.0,-24149000.0,22016000.0,16870000.0,16673000.0,0.17,0.16,98783000.0,101816000.0,APPS
311,2016,158581000.0,133209000.0,220000.0,220000.0,25372000.0,85407000.0,78242000.0,58549000.0,21133000.0,7165000.0,73174000.0,-33070000.0,-33070000.0,-33070000.0,-13743000.0,2983000.0,-22310000.0,-10289000.0,-10289000.0,43579000.0,43579000.0,220000.0,220000.0,0.0,0.0,220000.0,38034000.0,184604000.0,184604000.0,-13148000.0,-512000.0,-13660000.0,-13743000.0,-13743000.0,-0.19,-0.19,72715000.0,72715000.0,ARLO
312,2017,269820000.0,243758000.0,108000.0,108000.0,26062000.0,144401000.0,130880000.0,93624000.0,20711000.0,13521000.0,125419000.0,-38985000.0,-38985000.0,-38985000.0,6549000.0,5803000.0,-51337000.0,-4315000.0,-4315000.0,43188000.0,43188000.0,108000.0,-112000.0,220000.0,0.0,-112000.0,91234000.0,370658000.0,370658000.0,7115000.0,562000.0,7677000.0,6549000.0,-677000.0,-0.01,-0.01,72715000.0,72715000.0,ARLO
313,2018,595946000.0,515474000.0,201027000.0,151290000.0,80472000.0,326444000.0,281990000.0,241783000.0,83276000.0,44454000.0,269502000.0,-17686000.0,-17686000.0,-17686000.0,-75483000.0,12910000.0,44887000.0,-71285000.0,-71285000.0,244287000.0,244287000.0,155424000.0,155316000.0,108000.0,0.0,155316000.0,92075000.0,464918000.0,464918000.0,-47521000.0,-27190000.0,-74711000.0,-75483000.0,-75483000.0,-1.12,-1.12,67231000.0,67231000.0,ARLO
314,2019,542712000.0,469569000.0,256670000.0,236680000.0,73143000.0,339336000.0,293901000.0,227832000.0,116139000.0,45435000.0,203376000.0,9171000.0,9171000.0,9171000.0,-85951000.0,-24898000.0,120020000.0,76262000.0,76262000.0,-38000.0,-38000.0,240819000.0,85395000.0,155424000.0,0.0,85395000.0,35804000.0,370007000.0,370007000.0,-138189000.0,56618000.0,-81571000.0,-85951000.0,-85951000.0,-1.14,-1.14,75074000.0,75074000.0,ARLO
315,2020,413968000.0,356548000.0,206124000.0,186127000.0,57420000.0,280201000.0,237346000.0,164715000.0,62438000.0,42855000.0,133767000.0,-46530000.0,-46530000.0,-46530000.0,-101251000.0,46229000.0,8492000.0,-3975000.0,-3975000.0,-23000.0,-23000.0,190291000.0,-50528000.0,240819000.0,0.0,-50528000.0,55389000.0,357154000.0,357154000.0,-104908000.0,4282000.0,-100626000.0,-101251000.0,-101251000.0,-1.3,-1.3,78084000.0,78084000.0,ARLO
316,2021,347490000.0,303622000.0,175749000.0,175749000.0,43868000.0,234838000.0,210929000.0,164511000.0,84110000.0,23909000.0,112652000.0,-23197000.0,-23197000.0,-23197000.0,-56029000.0,49697000.0,-16865000.0,17732000.0,17732000.0,-4970000.0,-4970000.0,179856000.0,-10435000.0,190291000.0,0.0,-10435000.0,108035000.0,435137000.0,435137000.0,-49426000.0,-5926000.0,-55352000.0,-56029000.0,-56029000.0,-0.68,-0.68,82688000.0,82688000.0,ARLO
317,2022,272201000.0,232782000.0,113724000.0,84024000.0,39419000.0,184506000.0,162278000.0,131023000.0,52132000.0,22228000.0,87695000.0,-45962000.0,-45962000.0,-45962000.0,-56626000.0,53259000.0,-42595000.0,-31773000.0,-31773000.0,-13942000.0,-13942000.0,88179000.0,-91677000.0,179856000.0,0.0,-91677000.0,136035000.0,490414000.0,490414000.0,-55074000.0,-577000.0,-55651000.0,-56626000.0,-56626000.0,-0.65,-0.65,87173000.0,87173000.0,ARLO
318,2013,12060883000.0,8585770000.0,390602000.0,390602000.0,3475113000.0,7876055000.0,5301946000.0,5278068000.0,4503200000.0,2574109000.0,4184828000.0,450691000.0,450691000.0,450691000.0,399876000.0,222871000.0,-172056000.0,-487102000.0,-487102000.0,-26575000.0,-26575000.0,390602000.0,-62986000.0,409684000.0,0.0,-19082000.0,2790929000.0,21357285000.0,21357285000.0,786150000.0,-203931000.0,582219000.0,399876000.0,399420000.0,3.89,3.85,102559000.0,103699000.0,ARW
319,2014,12442856000.0,9032607000.0,400355000.0,400355000.0,3410249000.0,8283945000.0,5838021000.0,5824567000.0,5027103000.0,2445924000.0,4158911000.0,673301000.0,673301000.0,673301000.0,498390000.0,249528000.0,-74617000.0,-244844000.0,-244844000.0,-434886000.0,-434886000.0,400355000.0,-6429000.0,390602000.0,0.0,9753000.0,2995895000.0,22768674000.0,22768674000.0,880098000.0,-196765000.0,683333000.0,498390000.0,498045000.0,5.05,4.98,98675000.0,99947000.0,ARW
320,2015,13021930000.0,9186471000.0,273090000.0,273090000.0,3835459000.0,8827119000.0,6056152000.0,6012128000.0,5192665000.0,2770967000.0,4194811000.0,655079000.0,655079000.0,655079000.0,500486000.0,256104000.0,-101511000.0,-664027000.0,-664027000.0,-84187000.0,-84187000.0,273090000.0,-93135000.0,400355000.0,0.0,-127265000.0,3035250000.0,23282020000.0,23282020000.0,893247000.0,-201064000.0,692183000.0,500486000.0,497726000.0,5.26,5.2,94608000.0,95686000.0,ARW
321,2016,14206366000.0,10316721000.0,534320000.0,534320000.0,3889645000.0,9740746000.0,6689222000.0,6595395000.0,5774151000.0,3051524000.0,4465620000.0,355806000.0,355806000.0,355806000.0,524723000.0,220500000.0,-389417000.0,-241446000.0,-241446000.0,166064000.0,166064000.0,534320000.0,280424000.0,273090000.0,0.0,261230000.0,3144199000.0,23825261000.0,23825261000.0,932141000.0,-216744000.0,715397000.0,524723000.0,522750000.0,5.75,5.68,90960000.0,92033000.0,ARW
322,2017,16462809000.0,12417759000.0,730083000.0,730083000.0,4045050000.0,11462585000.0,7956569000.0,7599763000.0,6756830000.0,3506016000.0,5000224000.0,124557000.0,124557000.0,124557000.0,407162000.0,332950000.0,-615555000.0,-188758000.0,-188758000.0,256746000.0,256746000.0,730083000.0,192545000.0,534320000.0,0.0,195763000.0,3357339000.0,26812508000.0,26812508000.0,1040744000.0,-346456000.0,694288000.0,407162000.0,401962000.0,4.53,4.48,88681000.0,89766000.0,ARW
323,2018,17784445000.0,13608300000.0,509327000.0,509327000.0,4176145000.0,12408079000.0,8790428000.0,8544171000.0,7631879000.0,3617651000.0,5376366000.0,272690000.0,272690000.0,272690000.0,721574000.0,263158000.0,-712042000.0,-462965000.0,-462965000.0,-36833000.0,-36833000.0,509327000.0,-227108000.0,730083000.0,0.0,-220756000.0,3700912000.0,29676768000.0,29676768000.0,1204607000.0,-295234000.0,909373000.0,721574000.0,716195000.0,8.19,8.1,87476000.0,88444000.0,ARW
324,2019,16400796000.0,12526159000.0,300103000.0,300103000.0,3874637000.0,11534403000.0,8258159000.0,7926728000.0,7046221000.0,3276244000.0,4866393000.0,857995000.0,857995000.0,857995000.0,-200168000.0,922143000.0,136020000.0,-173583000.0,-173583000.0,-906369000.0,-906369000.0,300103000.0,-221957000.0,509327000.0,0.0,-209224000.0,3298381000.0,28916847000.0,28916847000.0,892130000.0,-1003960000.0,-111830000.0,-200168000.0,-204087000.0,-2.44,-2.44,83568000.0,83568000.0,ARW
325,2020,17053911000.0,13152899000.0,373615000.0,373615000.0,3901012000.0,11904959000.0,9130883000.0,8972250000.0,7937889000.0,2774076000.0,5148952000.0,1359843000.0,1359843000.0,1359843000.0,586464000.0,261539000.0,511840000.0,-138794000.0,-138794000.0,-1227097000.0,-1227097000.0,373615000.0,-6048000.0,300103000.0,0.0,73512000.0,3191130000.0,28673363000.0,28673363000.0,915022000.0,-155763000.0,759259000.0,586464000.0,584438000.0,7.49,7.43,77992000.0,78635000.0,ARW
326,2021,19535540000.0,15893323000.0,222194000.0,222194000.0,3642217000.0,14194694000.0,11326089000.0,10943470000.0,9617084000.0,2868605000.0,5340846000.0,418983000.0,418983000.0,418983000.0,1110468000.0,248074000.0,-939559000.0,-60118000.0,-60118000.0,-463304000.0,-463304000.0,222194000.0,-104439000.0,373615000.0,0.0,-151421000.0,4202365000.0,34477018000.0,34477018000.0,1567035000.0,-130661000.0,1436374000.0,1110468000.0,1108197000.0,15.29,15.1,72472000.0,73385000.0,ARW
327,2022,21763182000.0,18340340000.0,176915000.0,176915000.0,3422842000.0,16151829000.0,12389604000.0,11799721000.0,10460419000.0,3762225000.0,5611353000.0,-33077000.0,-33077000.0,-33077000.0,1435158000.0,216067000.0,-1684302000.0,-57711000.0,-57711000.0,109782000.0,109782000.0,176915000.0,18994000.0,222194000.0,0.0,-45279000.0,4836625000.0,37124422000.0,37124422000.0,2078732000.0,-194582000.0,1884150000.0,1435158000.0,1426884000.0,22.01,21.8,64838000.0,65453000.0,ARW
328,2019,113749000.0,103157000.0,87967000.0,23778000.0,10592000.0,294760000.0,43495000.0,8280000.0,5938000.0,251265000.0,-181011000.0,-30180000.0,-30180000.0,-30180000.0,-50928000.0,12410000.0,8338000.0,-44662000.0,-44662000.0,55293000.0,55293000.0,26580000.0,-19549000.0,46125000.0,0.0,-19545000.0,62938000.0,76770000.0,76770000.0,-52013000.0,1113000.0,-50900000.0,-50928000.0,-50928000.0,-0.34,-0.34,149592000.0,149592000.0,ASAN
329,2020,421692000.0,380634000.0,351308000.0,306020000.0,41058000.0,567007000.0,100128000.0,14824000.0,10861000.0,466879000.0,-145315000.0,-40136000.0,-40136000.0,-40136000.0,-118589000.0,60286000.0,18167000.0,12655000.0,12655000.0,311597000.0,311597000.0,310677000.0,284116000.0,26580000.0,0.0,284097000.0,122725000.0,142606000.0,142606000.0,-119631000.0,1287000.0,-118344000.0,-118589000.0,-118472000.0,-0.82,-0.82,143887000.0,143887000.0,ASAN
